BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
5,5776,62,5057760062,5057760062,503,,HALPIN AVENUE,HALPIN AVENUE,R-120 ARDEN HGHTS WOODS PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,932018,140375,40.551819,-74.187955,POINT (-74.187955 40.551819)
5,3794,33,5037940033,5037940033,502,,JEFFERSON AVENUE,JEFFERSON AVENUE,BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959745,148812,40.575097,-74.088211,POINT (-74.088211 40.575097)
2,2485,1,2024850001,2024850001,204,940,RIVER AVENUE,940 RIVER AVENUE,YANKEE STADIUM GARAGE,PARKS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,1005227,241566,40.829694,-73.9242,POINT (-73.9242 40.829694)
1,1852,2,1018520002,1018520002,107,779-83,AMSTERDAM AVENUE,779-83 AMSTERDAM AVENUE,PLAYGROUND FOR PS 163,EDUC,400,RECREATIONAL FACILITY,C,1,3,CULTURAL & RECREATIONAL USE,,,,992822,229065,40.795403,-73.969041,POINT (-73.969041 40.795403)
4,16157,25,4161570025,4161570025,414,,BEACH  102 STREET,BEACH  102 STREET,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1033453,152293,40.584549,-73.822858,POINT (-73.822858 40.584549)
2,5380,25,2053800025,2053800025,211,2919,EAST TREMONT AVENUE,2919 EAST TREMONT AVENUE,,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1028416,245763,40.841128,-73.840379,POINT (-73.840379 40.841128)
2,3017,1,2030170001,2030170001,209,1363,WESTCHESTER AVENUE,1363 WESTCHESTER AVENUE,BRONX RIVER GREENWAY,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1016304,241240,40.828766,-73.884175,POINT (-73.884175 40.828766)
3,2942,60,3029420060,3029420060,301,1106,GRAND STREET,1106 GRAND STREET,,DEP,1111,WATER POLLUTION CONTROL PLANT,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1003221,199403,40.713972,-73.931568,POINT (-73.931568 40.713972)
3,340,5,3003400005,3003400005,306,23,HAMILTON AVENUE,23 HAMILTON AVENUE,RED HOOK CONTAINER TERMINAL,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,982402,188850,40.685026,-74.006663,POINT (-74.006663 40.685026)
5,4788,290,5047880290,5047880290,503,,CEDAR GROVE AVENUE,CEDAR GROVE AVENUE,GREAT KILLS PARK  R-16,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,953116,140507,40.552281,-74.112035,POINT (-74.112035 40.552281)
5,4746,83,5047460083,5047460083,503,,,,MID-ISLAND BLUEBELT PHASE II,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,951166,141040,40.553736,-74.119055,POINT (-74.119055 40.553736)
3,7786,1,3077860001,3077860001,318,3829,AVENUE K,3829 AVENUE K,PS 119 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1001256,167365,40.626039,-73.938737,POINT (-73.938737 40.626039)
3,1379,41,3013790041,3013790041,308,230,ROCHESTER AVENUE,230 ROCHESTER AVENUE,PARK ROCK REHAB,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1004106,183780,40.671088,-73.928421,POINT (-73.928421 40.671088)
1,227,33,1002270033,1002270033,102,,THOMPSON STREET,THOMPSON STREET,GRAND CANAL COURT PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,982853,202431,40.722303,-74.00504,POINT (-74.00504 40.722303)
2,2280,32,2022800032,2022800032,201,452,EAST  136 STREET,452 EAST  136 STREET,PEOPLES PARK EXCHANGE,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1005755,233199,40.806727,-73.922319,POINT (-73.922319 40.806727)
3,8116,1,3081160001,3081160001,318,855,REMSEN AVENUE,855 REMSEN AVENUE,BWSO BROOKLYN SOUTH WATER/SEWER REPAIR,DEP,940,COMBINED MAINTENANCE/STORAGE FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1008500,175112,40.647286,-73.912613,POINT (-73.912613 40.647286)
3,160,36,3001600036,3001600036,302,261,LIVINGSTON STREET,261 LIVINGSTON STREET,J.W. MAYS  INC,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,L,988931,190243,40.688849,-73.983121,POINT (-73.983121 40.688849)
2,2871,126,2028710126,2028710126,204,1331,CROMWELL AVENUE,1331 CROMWELL AVENUE,SANITATION GARAGE,SANIT,1021,OUTDOOR PARKING - AGENCY VEHICLES,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1006148,245001,40.83912,-73.920861,POINT (-73.920861 40.83912)
4,15841,7,4158410007,4158410007,414,00303,ROCKAWAY BEACH BOULEVARD,00303 ROCKAWAY BEACH BOULEVARD,,MTA,890,OTHER TRANSPORTATION FACILITY,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L,,,1045303,155584,40.593508,-73.780166,POINT (-73.780166 40.593508)
3,4053,121,3040530121,3040530121,305,1054,SUTTER AVENUE,1054 SUTTER AVENUE,OFF STREET PARKING FOR 75 PRECINCT,NYPD,1020,OUTDOOR PARKING,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1017600,183942,40.671493,-73.879776,POINT (-73.879776 40.671493)
3,1516,68,3015160068,3015160068,316,,MARION STREET,MARION STREET,MARION AND HOPKINSON PLAYGROUND,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1008168,187617,40.68161,-73.913765,POINT (-73.913765 40.68161)
4,6507,200,4065070200,4065070200,408,149-11,MELBOURNE AVENUE,149-11 MELBOURNE AVENUE,TOWNSEND HARRIS HIGH SCHOOL,EDUC,213,ACADEMIC HIGH SCHOOL,C,1,2,EDUCATIONAL USE,,,,1033758,207123,40.735043,-73.821358,POINT (-73.821358 40.735043)
4,16125,97,4161250097,4161250097,414,,BEACH   91 STREET,BEACH   91 STREET,IND - ROCKAWAY LINE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1035478,153306,40.587318,-73.81556,POINT (-73.81556 40.587318)
3,3461,1,3034610001,3034610001,304,,BROADWAY,BROADWAY,THOMAS BOYLAND PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009840,187630,40.681641,-73.907736,POINT (-73.907736 40.681641)
2,5293,175,2052930175,2052930175,210,2501,BRUCKNER BOULEVARD,2501 BRUCKNER BOULEVARD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1027965,241439,40.829262,-73.842038,POINT (-73.842038 40.829262)
5,6407,30,5064070030,5064070030,503,,LIPSETT AVENUE,LIPSETT AVENUE,BLUE HERON PARK  R-119,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,936731,132344,40.529802,-74.170939,POINT (-74.170939 40.529802)
5,6612,1,5066120001,5066120001,503,,ANDROVETTE AVENUE,ANDROVETTE AVENUE,ARBUTUS CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,931075,131628,40.527805,-74.191279,POINT (-74.191279 40.527805)
4,14234,554,4142340554,4142340554,410,,102 STREET,102 STREET,,DEP,1110,POLLUTION CONTROL FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1031319,178755,40.657193,-73.830357,POINT (-73.830357 40.657193)
5,3688,25,5036880025,5036880025,502,,BEDFORD AVENUE,BEDFORD AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,956360,149955,40.578224,-74.100401,POINT (-74.100401 40.578224)
5,6471,39,5064710039,5064710039,503,,COMMUNITY LANE,COMMUNITY LANE,BLUE HERON PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934405,133840,40.533896,-74.179317,POINT (-74.179317 40.533896)
3,6271,1,3062710001,3062710001,311,1601,80 STREET,1601 80 STREET,NEW UTRECHT HS AND PLAYGROUND,EDUC,213,ACADEMIC HIGH SCHOOL,C,1,2,EDUCATIONAL USE,,,,983619,162615,40.613017,-74.002273,POINT (-74.002273 40.613017)
2,3142,48,2031420048,2031420048,205,2075,WEBSTER AVENUE,2075 WEBSTER AVENUE,PS 163,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1012200,249609,40.85175,-73.89897,POINT (-73.89897 40.85175)
5,3860,31,5038600031,5038600031,502,,JEFFERSON AVENUE,JEFFERSON AVENUE,BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,960230,148692,40.574769,-74.086465,POINT (-74.086465 40.574769)
4,810,1,4008100001,4008100001,401,3711,21 AVENUE,3711 21 AVENUE,JHS 141,EDUC,212,INTERMEDIATE SCHOOL,C,1,2,EDUCATIONAL USE,,,,1010698,221926,40.775773,-73.904508,POINT (-73.904508 40.775773)
2,2639,1,2026390001,2026390001,203,1000,TRINITY AVENUE,1000 TRINITY AVENUE,FOREST HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1010813,239499,40.824005,-73.904023,POINT (-73.904023 40.824005)
2,5278,60,2052780060,2052780060,210,2375,TILLOTSON AVENUE,2375 TILLOTSON AVENUE,,MTA,890,OTHER TRANSPORTATION FACILITY,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L,,,1033159,261497,40.884288,-73.823123,POINT (-73.823123 40.884288)
3,2664,51,3026640051,3026640051,301,,MEEKER AVENUE,MEEKER AVENUE,,DEP,1300,MISCELLANEOUS USE,C,1,,,,,,1002181,203836,40.726142,-73.935307,POINT (-73.935307 40.726142)
2,4411,125,2044110125,2044110125,210,,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,PELHAM BAY PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1031848,252132,40.858591,-73.827931,POINT (-73.827931 40.858591)
3,3864,51,3038640051,3038640051,318,,,,,NYCTA,860,TRANSIT FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1012219,179071,40.658141,-73.899194,POINT (-73.899194 40.658141)
2,2781,301,2027810301,2027810301,202,690,FOOD CENTER DRIVE,690 FOOD CENTER DRIVE,L.U.W. ADJ TO HUNTS POINT MKT,EDC,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1020376,231588,40.802258,-73.869513,POINT (-73.869513 40.802258)
5,7766,17,5077660017,5077660017,503,,EUGENE STREET,EUGENE STREET,LONG POND PARK ADDITION R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920394,126603,40.513942,-74.229653,POINT (-74.229653 40.513942)
5,3542,30,5035420030,5035420030,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,957075,152610,40.585514,-74.097837,POINT (-74.097837 40.585514)
3,7207,11,3072070011,3072070011,313,2571-83,WEST   13 STREET,2571-83 WEST   13 STREET,BMT - CONEY ISLAND YARD,DEP,1129,OTHER WATER SUPPLY FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,989547,152900,40.58635,-73.980929,POINT (-73.980929 40.58635)
5,5900,100,5059000100,5059000100,503,1315,ARTHUR KILL ROAD,1315 ARTHUR KILL ROAD,FRESH KILLS /OWL HOLLOW PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,932044,146583,40.568859,-74.187909,POINT (-74.187909 40.568859)
5,458,13,5004580013,5004580013,501,,SEWARD PLACE,SEWARD PLACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,946821,163168,40.614456,-74.134813,POINT (-74.134813 40.614456)
3,4530,1,3045300001,3045300001,305,757,WORTMAN AVENUE,757 WORTMAN AVENUE,PS 224 AND PLAYGROUND (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1021436,181540,40.664884,-73.865961,POINT (-73.865961 40.664884)
3,1467,27,3014670027,3014670027,316,1784,PARK PLACE,1784 PARK PLACE,PS 178 ANNEX ECC 1,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1006983,183887,40.671375,-73.91805,POINT (-73.91805 40.671375)
5,6426,69,5064260069,5064260069,503,,SYCAMORE STREET,SYCAMORE STREET,BLUE HERON PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,935709,133774,40.533722,-74.174625,POINT (-74.174625 40.533722)
3,2987,16,3029870016,3029870016,301,164-80,RANDOLPH STREET,164-80 RANDOLPH STREET,BROOKLYN 3 GARAGE,SANIT,920,GARAGE,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L,,,1004678,197621,40.709077,-73.926317,POINT (-73.926317 40.709077)
4,10024,12,4100240012,4100240012,412,143-26,101 AVENUE,143-26 101 AVENUE,PS 50 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1037817,192517,40.69493,-73.806828,POINT (-73.806828 40.69493)
2,2359,255,2023590255,2023590255,201,701,ST ANNS AVENUE,701 ST ANNS AVENUE,SOUTH BRONX EDUCATIONAL CAMPUS,EDUC,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1008564,237354,40.818124,-73.912157,POINT (-73.912157 40.818124)
4,1314,71,4013140071,4013140071,402,,SKILLMAN AVENUE,SKILLMAN AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1008459,210925,40.745584,-73.912632,POINT (-73.912632 40.745584)
3,577,29,3005770029,3005770029,306,7,WOLCOTT STREET,7 WOLCOTT STREET,RED HOOK BRANCH LIBRARY,BPL,332,BRANCH LIBRARY,C,1,3,CULTURAL & RECREATIONAL USE,,,,981375,185292,40.67526,-74.010365,POINT (-74.010365 40.67526)
1,1954,18,1019540018,1019540018,109,,ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,997687,235366,40.812691,-73.951458,POINT (-73.951458 40.812691)
1,12,28,1000120028,1000120028,101,,BROADWAY,BROADWAY,BOWLING GREEN PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,980468,196126,40.704997,-74.013641,POINT (-74.013641 40.704997)
5,1004,2,5010040002,5010040002,501,,RICHMOND AVENUE,RICHMOND AVENUE,,EDC,859,OTHER RAIL FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,D,,947646,172120,40.639031,-74.13189,POINT (-74.13189 40.639031)
1,2129,50,1021290050,1021290050,112,501,WEST  172 STREET,501 WEST  172 STREET,EMS STATION 13,FIRE,540,AMBULANCE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1002142,246263,40.842592,-73.935335,POINT (-73.935335 40.842592)
2,3222,62,2032220062,2032220062,205,1950,SEDGWICK AVENUE,1950 SEDGWICK AVENUE,BRONX COMMUNITY COLLEGE,CUNY,221,COMMUNITY COLLEGE,O,1,2,EDUCATIONAL USE,,,,1008304,251783,40.857729,-73.913045,POINT (-73.913045 40.857729)
4,13432,23,4134320023,4134320023,413,,150 AVENUE,150 AVENUE,,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,L,1049957,178524,40.65644,-73.763185,POINT (-73.763185 40.65644)
4,10261,1,4102610001,4102610001,412,177-02,108 AVENUE,177-02 108 AVENUE,,DEP,940,COMBINED MAINTENANCE/STORAGE FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1045640,194614,40.700635,-73.778598,POINT (-73.778598 40.700635)
3,5050,33,3050500033,3050500033,309,270,WINTHROP STREET,270 WINTHROP STREET,IS 2 PARKING,EDUC,1020,OUTDOOR PARKING,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,997801,178566,40.656789,-73.951161,POINT (-73.951161 40.656789)
4,352,35,4003520035,4003520035,401,11-15,37 AVENUE,11-15 37 AVENUE,ENG 260,FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1000861,216070,40.759723,-73.94004,POINT (-73.94004 40.759723)
5,5319,154,5053190154,5053190154,503,,THORNYCROFT AVENUE,THORNYCROFT AVENUE,CRESCENT BEACH.PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,942768,133279,40.532399,-74.149228,POINT (-74.149228 40.532399)
5,3755,51,5037550051,5037550051,502,,SEAVER AVENUE,SEAVER AVENUE,MID-ISLAND BLUEBELT PHASE 3,DEP,470,OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,960343,149922,40.578145,-74.086062,POINT (-74.086062 40.578145)
4,15200,100,4152000100,4152000100,484,,159 STREET,159 STREET,BROAD CHANNEL,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1048082,165192,40.619861,-73.770069,POINT (-73.770069 40.619861)
5,6472,45,5064720045,5064720045,503,,PHILIP AVENUE,PHILIP AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934097,133834,40.533877,-74.180425,POINT (-74.180425 40.533877)
4,11750,55,4117500055,4117500055,410,128-10,ROCKAWAY BOULEVARD,128-10 ROCKAWAY BOULEVARD,,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,1037104,185211,40.674881,-73.809456,POINT (-73.809456 40.674881)
5,6354,50,5063540050,5063540050,503,,BOARD WALK,BOARD WALK,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,938186,130885,40.525805,-74.165695,POINT (-74.165695 40.525805)
4,8136,74,4081360074,4081360074,411,,LITTLE NECK PAR,LITTLE NECK PAR,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1056454,220613,40.771913,-73.739318,POINT (-73.739318 40.771913)
2,3480,70,2034800070,2034800070,209,,,,PUGSLEY'S CREEK PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1025686,235537,40.813074,-73.850309,POINT (-73.850309 40.813074)
1,1850,1,1018500001,1018500001,109,,MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,MORNINGSIDE PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,995773,232839,40.805758,-73.958377,POINT (-73.958377 40.805758)
2,5653,200,2056530200,2056530200,212,,COUNTY LINE S S,COUNTY LINE S S,,DOT,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1034422,263538,40.889883,-73.81854,POINT (-73.81854 40.889883)
5,4463,1,5044630001,5044630001,503,74,CENTER STREET,74 CENTER STREET,STATEN ISLAND HISTORIC HOUSE,CULT,390,OTHER CULTURAL FACILITY,C,1,3,CULTURAL & RECREATIONAL USE,,,,943450,147064,40.570239,-74.146857,POINT (-74.146857 40.570239)
1,240,6,1002400006,1002400006,103,,SOUTH STREET,SOUTH STREET,,DSBS,1530,NO USE-WATERFRONT (ANY AGENCY),C,3,8,PROPERTY WITH NO USE,,D,,985706,197428,40.708571,-73.994748,POINT (-73.994748 40.708571)
2,3110,30,2031100030,2031100030,206,2101,MAPES AVENUE,2101 MAPES AVENUE,MAPES AVENUE BALLFIELD,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1015871,247811,40.846803,-73.885709,POINT (-73.885709 40.846803)
5,185,536,5001850536,5001850536,501,,RICHMOND TERRACE,RICHMOND TERRACE,,DSBS,852,RAIL LINE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,948656,172236,40.639353,-74.128251,POINT (-74.128251 40.639353)
1,2110,74,1021100074,1021100074,112,442-44,WEST  164 STREET,442-44 WEST  164 STREET,,HPD,1400,RESIDENTIAL,C,2,9,PROPERTY WITH RESIDENTIAL USE,,D,,1001394,244088,40.836624,-73.938044,POINT (-73.938044 40.836624)
5,6354,52,5063540052,5063540052,503,,BOARD WALK,BOARD WALK,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,938146,130877,40.525783,-74.165839,POINT (-74.165839 40.525783)
3,3962,34,3039620034,3039620034,305,511,LIBERTY AVENUE,511 LIBERTY AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1014522,185383,40.675459,-73.890866,POINT (-73.890866 40.675459)
3,353,35,3003530035,3003530035,306,,SUMMIT STREET,SUMMIT STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,983520,187838,40.682249,-74.002632,POINT (-74.002632 40.682249)
4,13013,39,4130130039,4130130039,413,134-35,SPRINGFIELD BOULEVARD,134-35 SPRINGFIELD BOULEVARD,3K CENTER AT SPRINGFIELD BLVD,EDUC,217,EARLY CHILDHOOD CENTER,P,1,2,EDUCATIONAL USE,,,,1052685,186783,40.679089,-73.75327,POINT (-73.75327 40.679089)
2,5519,185,2055190185,2055190185,210,,SHORE DRIVE,SHORE DRIVE,,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1038203,238178,40.820255,-73.805069,POINT (-73.805069 40.820255)
3,1803,120,3018030120,3018030120,303,296,LEXINGTON AVENUE,296 LEXINGTON AVENUE,ARMSTRONG HOUSES 1,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,998144,189778,40.687563,-73.949901,POINT (-73.949901 40.687563)
1,3,2,1000030002,1000030002,101,,PETER MINUIT PLAZA,PETER MINUIT PLAZA,PETER MINUIT PLAZA/BATTERY PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,980470,194954,40.70178,-74.013633,POINT (-74.013633 40.70178)
3,6892,23,3068920023,3068920023,311,246,BAY   38 STREET,246 BAY   38 STREET,NYCTA ULMER PARK DEPOT,NYCTA,920,GARAGE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,986289,155810,40.594339,-73.992658,POINT (-73.992658 40.594339)
4,3986,52,4039860052,4039860052,407,,9 AVENUE,9 AVENUE,POWELL'S COVE PARK,PARKS,441,NEIGHBORHOOD PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1029674,226975,40.789554,-73.83596,POINT (-73.83596 40.789554)
5,6603,69,5066030069,5066030069,503,,HYLAN BOULEVARD,HYLAN BOULEVARD,WOLFES POND PARK R-31,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,931574,129683,40.522469,-74.189469,POINT (-74.189469 40.522469)
4,14234,530,4142340530,4142340530,410,,HAWTREE CREEK,HAWTREE CREEK,,DEP,1110,POLLUTION CONTROL FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1031480,178927,40.657664,-73.829775,POINT (-73.829775 40.657664)
2,3893,136,2038930136,2038930136,209,,CROSS BRONX SERVICE ROAD,CROSS BRONX SERVICE ROAD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1019830,243749,40.835639,-73.871421,POINT (-73.871421 40.835639)
1,544,75,1005440075,1005440075,103,,COOPER SQUARE,COOPER SQUARE,COOPER PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,986810,204793,40.728786,-73.990763,POINT (-73.990763 40.728786)
3,8173,65,3081730065,3081730065,318,664,EAST  105 STREET,664 EAST  105 STREET,,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1012842,175815,40.649202,-73.896963,POINT (-73.896963 40.649202)
3,165,22,3001650022,3001650022,302,250,LIVINGSTON STREET,250 LIVINGSTON STREET,FIA SNAP #25/EIS APS/IREA OI,HRA,100,OFFICE,P,1,1,OFFICE USE,L,,,988540,190210,40.688759,-73.984531,POINT (-73.984531 40.688759)
4,16075,1,4160750001,4160750001,414,,AMSTEL BOULEVARD,AMSTEL BOULEVARD,VERNAM  BARBADOES PENINSULA,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1038072,155795,40.594134,-73.806201,POINT (-73.806201 40.594134)
2,3558,14,2035580014,2035580014,209,660,SOUND VIEW AVENUE,660 SOUND VIEW AVENUE,SOUNDVIEW LIBRARY,NYPL,332,BRANCH LIBRARY,C,1,3,CULTURAL & RECREATIONAL USE,,,,1022194,237589,40.818721,-73.862913,POINT (-73.862913 40.818721)
5,6469,163,5064690163,5064690163,503,,DEISIUS STREET,DEISIUS STREET,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934600,133632,40.533326,-74.178614,POINT (-74.178614 40.533326)
2,3794,55,2037940055,2037940055,209,,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1023565,242375,40.831852,-73.857931,POINT (-73.857931 40.831852)
2,2792,9,2027920009,2027920009,204,1664,WEEKS AVENUE,1664 WEEKS AVENUE,GARDEN OF EDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009872,246587,40.843463,-73.907396,POINT (-73.907396 40.843463)
4,13462,15,4134620015,4134620015,413,,147 AVENUE,147 AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1052772,179177,40.658211,-73.753033,POINT (-73.753033 40.658211)
3,662,200,3006620200,3006620200,307,,2 AVENUE,2 AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,982812,180470,40.662025,-74.005183,POINT (-74.005183 40.662025)
